problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
s1j4,ACCEPTED,15,100.00%,100.00%,0.080,2.84765625,,3,3,5,4,0,0,0,0
s2,ACCEPTED,15,100.00%,100.00%,0.110,96.94921875,,5,5,5,0,0,0,0,0
s3,RUNTIME_ERROR,2,13.33%,13.10%,0.050,5.1640625,,2,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,1.47%,0.050,25.2734375,,0,0,0,0,0,0,0,0
s5,TIME_LIMIT_EXCEEDED,3,20.00%,28.12%,1.800,5.84375,,3,0,0,0,0,0,0,0
d1p1,RUNTIME_ERROR,0,0.00%,0.00%,0.080,5.16796875,,0,0,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,1.90%,0.080,12.90234375,,0,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,4.81%,0.120,9.03125,,0,0,0,0,0,0,0,0
d2p1,RUNTIME_ERROR,1,4.00%,29.46%,0.040,1.67578125,,1,0,0,0,0,0,0,0
d2p2,MEMORY_LIMIT_EXCEEDED,0,0.00%,7.03%,0.300,748.8203125,,0,0,0,0,0,0,0,0
d2p3,TIME_LIMIT_EXCEEDED,0,0.00%,35.85%,1.220,15.359375,,0,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.040,0,,15,0,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.000,0,,15,0,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.000,0,,6,6,3,0,0,0,0,0
s1j4,ACCEPTED,15,100.00%,100.00%,0.080,2.84765625,,3,3,5,4,0,0,0,0
j5,ACCEPTED,15,100.00%,100.00%,0.040,0,,2,2,2,9,0,0,0,0
TOTAL,,111,,51.36%,,,43.75%,,,,,,,,
