problem,model,status,score,relative_score,%test passed,time,memory
2024-sp_Fish_3,seed-oss_-1,TIME_LIMIT_EXCEEDED,16,16.00%,64.76%,2.410,67.72265625
2024-sp_Ski_2,seed-oss_-1,RUNTIME_ERROR,5,5.00%,23.36%,1.380,0.00390625
2024-sp_Spy_3,seed-oss_-1,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Board_Game,seed-oss_-1,RUNTIME_ERROR,10,10.00%,27.72%,0.180,7.73828125
2024-sp_Tricolor_Lights,seed-oss_-1,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,seed-oss_-1,MEMORY_LIMIT_EXCEEDED,30,30.00%,76.69%,2.040,1226.30859375
2024-sp_Card_Collection,seed-oss_-1,RUNTIME_ERROR,0,0.00%,19.05%,0.000,0
2024-sp_JOI_Tour,seed-oss_-1,TIME_LIMIT_EXCEEDED,52,52.00%,56.05%,3.600,35.58984375
2024-sp_Tower,seed-oss_-1,RUNTIME_ERROR,0,0.00%,0.00%,0.170,3.1015625
2024-sp_Escape_Route_2,seed-oss_-1,TIME_LIMIT_EXCEEDED,54,54.00%,75.13%,2.410,53.62890625
2024-sp_Island_Hopping,seed-oss_-1,RUNTIME_ERROR,2,2.00%,4.31%,0.160,1.55078125
2024-sp_Table_Tennis,seed-oss_-1,RUNTIME_ERROR,5,5.00%,44.35%,0.180,13.41796875
