competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,1832,1499,5848,914,2627,7648,640,56
APIO-2023,0,0,13,0,1,10,0,0
APIO-2024,0,0,3,0,13,8,0,0
BOI-2023,0,0,10,0,8,30,0,0
BOI-2024,0,0,12,4,1,31,0,0
BOI-2025,0,0,16,0,8,23,1,0
CCO-2023,28,0,40,0,7,48,3,2
CCO-2024,49,0,14,6,7,46,0,6
CEOI-2023,0,0,13,3,12,19,1,0
CEOI-2024,0,0,11,0,8,29,0,0
COCI-2023,51,1,16,0,19,107,6,0
COCI-2024,60,1,48,5,22,64,0,0
COCI-2025,42,0,46,4,16,76,16,0
EGOI-2023,3,0,8,5,0,39,9,0
EGOI-2024,0,0,0,3,4,47,10,0
EJOI-2023,0,0,25,1,14,7,1,0
EJOI-2024,2,0,18,1,11,16,0,0
IATI-2024,9,7,20,3,5,43,1,0
IOI-2023,0,0,2,0,6,40,0,0
IOI-2024,0,0,15,0,3,30,0,0
JOI-2023,0,0,25,0,22,112,1,0
JOI-2024,0,0,37,6,31,86,0,0
JOI-2025,1,0,16,2,3,18,0,0
NOINordic-2023,5,0,8,1,2,4,4,0
NOINordic-2024,1,0,13,0,1,9,0,0
NOINordic-2025,0,0,18,0,2,4,0,0
OOI-2023,6,0,43,11,0,64,12,0
OOI-2024,4,0,34,4,0,65,29,0
RMI-2023,0,0,0,0,38,7,3,0
RMI-2024,0,0,11,8,11,18,0,0
USACO-2023,39,79,142,27,35,62,0,0
USACO-2024,26,82,139,30,29,78,0,0
USACO-2025,3,45,95,17,79,49,0,0
