problem,model,status,score,%test passed,time,memory
2024-sp_Fish_3,seed-oss_1024,RUNTIME_ERROR,0,5.41%,0.150,26.5625
2024-sp_Ski_2,seed-oss_1024,RUNTIME_ERROR,0,0.00%,0.000,0
2024-sp_Spy_3,seed-oss_1024,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Board_Game,seed-oss_1024,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Tricolor_Lights,seed-oss_1024,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,seed-oss_1024,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Card_Collection,seed-oss_1024,RUNTIME_ERROR,0,6.06%,0.000,0
2024-sp_JOI_Tour,seed-oss_1024,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Tower,seed-oss_1024,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Escape_Route_2,seed-oss_1024,COMPILATION_ERROR,0,0.00%,0.000,0
2024-sp_Island_Hopping,seed-oss_1024,RUNTIME_ERROR,2,4.31%,0.050,1.5390625
2024-sp_Table_Tennis,seed-oss_1024,RUNTIME_ERROR,0,10.66%,0.050,2.17578125
