problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,0.050,0,,11,39,0,0,0
dirigent,RUNTIME_ERROR,0,0.00%,0.080,0.00390625,,0,0,0,0,0
baltazar,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
bomboni,TIME_LIMIT_EXCEEDED,46,52.00%,2.210,529.5703125,,13,0,33,0,0
skrivaca,RUNTIME_ERROR,0,0.00%,0.220,15.73828125,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,0.050,0,,7,19,24,0,0
diskurs,TIME_LIMIT_EXCEEDED,20,22.00%,2.210,2.0703125,,20,0,0,0,0
logaritam,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
slasticarnica,RUNTIME_ERROR,0,2.50%,0.080,2.8515625,,0,0,0,0,0
zastave,RUNTIME_ERROR,0,0.00%,0.060,2.07421875,,0,0,0,0,0
7krokods,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,20,20.00%,0.000,0,,0,20,0,0,0
bojanje,TIME_LIMIT_EXCEEDED,0,20.00%,1.110,0.00390625,,0,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
vrsta,TIME_LIMIT_EXCEEDED,19,20.00%,1.160,443.18359375,,19,0,0,0,0
tramvaji,RUNTIME_ERROR,25,50.00%,0.000,0,,12,13,0,0,0
ekspert,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
lampice,TIME_LIMIT_EXCEEDED,0,2.38%,3.340,7.484375,,0,0,0,0,0
prijateljice,RUNTIME_ERROR,0,21.33%,0.000,0,,0,0,0,0,0
kruhologija,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,0.000,0,,5,15,30,0,0
cokolade,TIME_LIMIT_EXCEEDED,0,0.00%,1.110,1.81640625,,0,0,0,0,0
berilij,RUNTIME_ERROR,0,2.27%,0.120,10.828125,,0,0,0,0,0
iksevi,TIME_LIMIT_EXCEEDED,15,11.11%,3.310,9.03515625,,15,0,0,0,0
neboderi,TIME_LIMIT_EXCEEDED,11,18.52%,2.760,5.39453125,,11,0,0,0,0
TOTAL,,306,21.68%,,,12.00%,,,,,
