competition_year,model,total_score,avg %passed,avg_time,avg_mem,pass_rate
ALL_COMPETITIONS,Qwen3-32B,26903,42.92%,0.84,55.60,18.98%
APIO-2023,Qwen3-32B,101,42.67%,1.66,45.26,0.00%
APIO-2024,Qwen3-32B,33,14.81%,0.41,315.96,0.00%
BOI-2023,Qwen3-32B,17,27.02%,0.08,0.52,0.00%
BOI-2024,Qwen3-32B,208,54.03%,0.44,53.54,16.67%
BOI-2025,Qwen3-32B,0,9.62%,0.71,10.61,0.00%
CCO-2023,Qwen3-32B,141,57.81%,0.25,8.17,43.75%
CCO-2024,Qwen3-32B,139,54.20%,0.92,35.95,50.00%
CEOI-2023,Qwen3-32B,10,6.53%,1.31,3.69,0.00%
CEOI-2024,Qwen3-32B,30,41.65%,0.14,13.32,0.00%
COCI-2023,Qwen3-32B,1256,63.54%,0.73,15.86,52.00%
COCI-2024,Qwen3-32B,1224,64.94%,0.45,15.61,56.00%
COCI-2025,Qwen3-32B,1019,60.53%,0.91,16.59,48.00%
EGOI-2023,Qwen3-32B,234,39.84%,0.45,4.91,25.00%
EGOI-2024,Qwen3-32B,81,32.41%,0.60,6.29,0.00%
EJOI-2023,Qwen3-32B,87,22.57%,0.68,379.67,0.00%
EJOI-2024,Qwen3-32B,172,43.79%,1.37,37.38,16.67%
IATI-2024,Qwen3-32B,296,30.23%,0.41,8.35,18.18%
IOI-2023,Qwen3-32B,17,33.14%,0.16,35.68,0.00%
IOI-2024,Qwen3-32B,105,34.01%,1.02,381.41,0.00%
JOI-2023,Qwen3-32B,370,46.33%,1.66,6.06,10.00%
JOI-2024,Qwen3-32B,342,33.85%,0.97,24.65,10.00%
JOI-2025,Qwen3-32B,128,42.67%,1.13,11.02,20.00%
NOINordic-2023,Qwen3-32B,229,91.17%,0.42,68.86,66.67%
NOINordic-2024,Qwen3-32B,32,39.66%,0.52,4.49,0.00%
NOINordic-2025,Qwen3-32B,150,66.59%,3.74,20.45,33.33%
OOI-2023,Qwen3-32B,708,52.41%,0.43,46.81,17.65%
OOI-2024,Qwen3-32B,780,56.83%,1.17,78.68,23.53%
RMI-2023,Qwen3-32B,85,39.73%,1.19,16.15,0.00%
RMI-2024,Qwen3-32B,78,31.78%,0.67,33.62,0.00%
USACO-2023,Qwen3-32B,7794,52.39%,0.88,22.21,39.58%
USACO-2024,Qwen3-32B,6480,44.62%,0.79,37.33,27.08%
USACO-2025,Qwen3-32B,4557,42.11%,0.49,20.13,33.33%
