Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
gemini-2.5-pro,2,5,308.0,308.0,61.602,63.99199999999998,13.331999999999999,0,1,1,2,63.93099321898684,1
gpt-5,2,5,272.0,272.0,54.4,55.568,33.330000000000005,0,1,0,1,63.89110490626247,2
claude-sonnet-4.5,2,5,255.0,255.0,50.998000000000005,65.434,0.0,0,0,1,1,35.63522138013562,3
grok-4-fast-reasoning,2,5,251.0,251.0,50.2,60.47800000000001,20.0,0,0,1,1,59.17929796569605,4
seed-oss_16384,2,5,218.0,218.0,43.602,42.584,13.331999999999999,0,0,1,1,43.51814918228959,5
gpt-o3-mini-high,2,5,214.0,214.0,42.798,39.12,13.331999999999999,0,0,1,1,43.51814918228959,6
gpt-oss-120b_sp3,2,5,136.0,136.0,27.198,29.335999999999995,13.331999999999999,0,0,1,1,30.67411248504188,7
gpt-oss-120b-high,2,5,136.0,136.0,27.198,29.168000000000006,13.331999999999999,0,0,1,1,30.67411248504188,8
gpt-oss-120b_sp4,2,5,136.0,136.0,27.198,29.84,13.331999999999999,0,0,1,1,30.67411248504188,9
gpt-oss-120b-low,2,5,129.0,129.0,25.8,25.195999999999998,13.331999999999999,0,0,1,1,29.75668129238133,10
gpt-oss-120b-medium,2,5,120.0,120.0,24.0,23.233999999999998,13.331999999999999,0,0,1,1,29.06860789788592,11
gpt-oss-20b-medium,2,5,120.0,120.0,24.0,24.913999999999998,13.331999999999999,0,0,1,1,29.06860789788592,12
gpt-oss-120b_sp1,2,5,120.0,120.0,24.0,24.284,13.331999999999999,0,0,1,1,29.06860789788592,13
gpt-oss-120b_sp2,2,5,201.0,201.0,40.202,35.982,13.331999999999999,0,0,0,0,26.61049062624651,14
claude-haiku-4.5,2,5,175.0,175.0,35.001999999999995,47.32,0.0,0,0,0,0,23.853211009174313,15
DeepSeek-R1-Distill-Llama-70B,2,5,147.0,147.0,29.398000000000003,25.89,0.0,0,0,0,0,16.05504587155963,16
gemini-2.5-flash,2,5,144.0,144.0,28.8,42.932,0.0,0,0,0,0,25.91743119266055,17
gpt-oss-20b-high,2,5,137.0,137.0,27.398000000000003,29.124,13.331999999999999,0,0,0,0,15.371958516154766,18
Qwen3-32B,2,5,134.0,134.0,26.802,31.526,0.0,0,0,0,0,16.28440366972477,19
gpt-4.1,2,5,131.0,131.0,26.198,30.885999999999996,0.0,0,0,0,0,17.431192660550458,20
deepseek-chat,2,5,125.0,125.0,25.0,38.434000000000005,0.0,0,0,0,0,17.889908256880734,21
seed-oss_-1,2,5,125.0,125.0,25.0,32.332,0.0,0,0,0,0,17.889908256880734,22
Qwen3-32B-Non-Thinking,2,5,113.0,113.0,22.6,25.509999999999998,0.0,0,0,0,0,17.431192660550458,23
