Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
gpt-5,2,12,797.0,797.0,66.42,78.135,50.0,2,0,0,2,96.85295713510581,1
grok-4-fast-reasoning,2,12,683.0,683.0,56.915,73.245,33.335,2,0,0,2,93.61774281063484,2
gpt-oss-120b-high,2,12,641.0,641.0,53.415,61.805,41.67000000000001,1,1,0,2,89.30751492132393,3
gpt-oss-120b_sp3,2,12,440.0,440.0,36.669999999999995,53.074999999999996,25.0,0,2,0,2,77.87574606619643,4
gemini-2.5-pro,2,12,449.0,449.0,37.419999999999995,56.464999999999996,25.0,0,1,1,2,74.95252306022789,5
gpt-oss-120b_sp4,2,12,440.0,440.0,36.665,44.449999999999996,33.33,0,1,1,2,79.18136190992946,6
gpt-oss-120b_sp2,2,12,394.0,394.0,32.835,50.42,16.669999999999998,0,1,1,2,73.84698860553445,7
gpt-oss-120b_sp1,2,12,378.0,378.0,31.5,41.54,25.0,0,1,1,2,67.75298426478568,8
gemini-2.5-flash,2,12,369.0,369.0,30.75,49.11000000000001,16.669999999999998,0,1,1,2,71.7139175257732,9
seed-oss_-1,2,12,355.0,355.0,29.58,44.55500000000001,16.669999999999998,0,1,1,2,69.59780249593055,10
gpt-oss-120b-low,2,12,350.0,350.0,29.165000000000003,43.67,16.669999999999998,0,1,1,2,68.75339120998373,11
gpt-o3-mini-high,2,12,403.0,403.0,33.585,50.135000000000005,16.665,0,0,2,2,72.22259902333153,12
gpt-oss-120b-medium,2,12,388.0,388.0,32.335,44.92,25.0,0,0,2,2,69.38754747693977,13
claude-sonnet-4.5,2,12,309.0,309.0,25.75,53.080000000000005,8.334999999999999,0,0,2,2,61.136733586543684,14
gpt-oss-20b-medium,2,12,303.0,303.0,25.25,40.24000000000001,18.335,0,0,2,2,59.20035268583831,15
gpt-oss-20b-high,2,12,308.0,308.0,25.665000000000003,48.04000000000001,20.000000000000004,0,1,0,1,51.9872490504612,16
seed-oss_16384,2,12,304.0,304.0,25.33,45.27,8.334999999999999,0,1,0,1,62.83233857840477,17
DeepSeek-R1-Distill-Llama-70B,2,12,187.0,187.0,15.579999999999998,24.675000000000004,8.334999999999999,0,1,0,1,41.22015735214325,18
seed-oss_8192,2,12,215.0,215.0,17.92,30.61,8.334999999999999,0,0,1,1,44.55710797612588,19
gpt-oss-20b-low,2,12,182.0,182.0,15.170000000000002,30.255000000000003,8.334999999999999,0,0,1,1,39.56185567010309,20
seed-oss_4096,2,12,128.0,128.0,10.665,18.725,8.334999999999999,0,0,1,1,30.252984264785677,21
Mistral-Small-3.1-24B-2503,2,12,113.0,113.0,9.415,16.815,8.334999999999999,0,0,1,1,28.191128594682585,22
Mistral-Large-Instruct-2411,2,12,107.0,107.0,8.915,16.494999999999997,8.334999999999999,0,0,1,1,27.16020075963104,23
Qwen2.5-Coder-14B-Instruct,2,12,107.0,107.0,8.915,13.165000000000001,8.334999999999999,0,0,1,1,27.16020075963104,24
