problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.00%,0.140,1.484375,,0,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,TIME_LIMIT_EXCEEDED,29,29.00%,79.35%,7.200,17.5234375,,4,0,8,0,17,0,0,0
2023-open-t3_Garden,TIME_LIMIT_EXCEEDED,0,0.00%,75.50%,2.470,3.61328125,,0,0,0,0,0,0,0,0
2023-sp_Two_Currencies,ACCEPTED,100,100.00%,100.00%,1.110,130.77734375,,10,28,30,32,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,0.00%,40.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,22,22.00%,72.92%,0.180,16.76171875,,6,16,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,1.00%,16.13%,0.760,11.4609375,,1,0,0,0,0,0,0,0
2023-sp_Council,ACCEPTED,100,100.00%,100.00%,0.810,31.19921875,,8,8,6,19,15,22,22,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.00%,0.270,82.30859375,,0,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,0.00%,50.85%,0.160,1.80859375,,0,0,0,0,0,0,0,0
2023-sp_Cookies,TIME_LIMIT_EXCEEDED,85,85.00%,97.24%,1.230,155.72265625,,6,7,12,45,15,0,0,0
2023-sp_Tourism,TIME_LIMIT_EXCEEDED,35,35.00%,89.09%,4.850,26.6953125,,5,5,7,18,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2023-sp_Security_Guard,RUNTIME_ERROR,0,0.00%,5.95%,0.170,2.7890625,,0,0,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,ACCEPTED,100,100.00%,100.00%,0.330,21.95703125,,25,35,40,0,0,0,0,0
2023-ho-t2_Advertisement_2,ACCEPTED,100,100.00%,100.00%,0.270,9.03515625,,10,23,36,31,0,0,0,0
2023-ho-t3_Maze,RUNTIME_ERROR,8,8.00%,43.10%,0.170,10.31640625,,8,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,RUNTIME_ERROR,31,31.00%,87.97%,0.540,1.8125,,7,7,7,10,0,0,0,0
2023-ho-t5_Modern_Machine,TIME_LIMIT_EXCEEDED,15,15.00%,56.48%,2.990,4.90234375,,3,12,0,0,0,0,0,0
TOTAL,,626,,58.66%,,,21.05%,,,,,,,,
