problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
estimathon,ACCEPTED,50,100.00%,100.00%,0.000,0,,11,39,0,0,0
dirigent,TIME_LIMIT_EXCEEDED,0,0.00%,3.57%,1.220,0.00390625,,0,0,0,0,0
baltazar,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
bomboni,ACCEPTED,110,100.00%,100.00%,0.530,201.66796875,,13,17,33,47,0
skrivaca,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
kalendar,ACCEPTED,50,100.00%,100.00%,0.040,0,,7,19,24,0,0
diskurs,RUNTIME_ERROR,0,0.00%,0.00%,0.060,4.39453125,,0,0,0,0,0
logaritam,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
slasticarnica,RUNTIME_ERROR,0,0.00%,5.00%,0.130,192.59765625,,0,0,0,0,0
zastave,ACCEPTED,110,100.00%,100.00%,0.120,2.07421875,,41,22,47,0,0
7krokods,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
zrinka,RUNTIME_ERROR,35,50.00%,40.00%,0.050,0.00390625,,15,20,0,0,0
bojanje,RUNTIME_ERROR,0,0.00%,26.67%,0.050,0.00390625,,0,0,0,0,0
mreza,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
vrsta,RUNTIME_ERROR,45,40.91%,40.00%,0.340,4.75,,19,26,0,0,0
tramvaji,ACCEPTED,50,100.00%,100.00%,0.050,0.00390625,,12,13,25,0,0
ekspert,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
lampice,RUNTIME_ERROR,0,0.00%,2.38%,0.110,4.3828125,,0,0,0,0,0
prijateljice,ACCEPTED,110,100.00%,100.00%,0.090,13.7421875,,20,30,60,0,0
kruhologija,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
desniklik,ACCEPTED,50,100.00%,100.00%,0.000,0,,5,15,30,0,0
cokolade,ACCEPTED,70,100.00%,100.00%,0.190,3.6171875,,15,20,35,0,0
berilij,RUNTIME_ERROR,0,0.00%,2.27%,0.150,3.87109375,,0,0,0,0,0
iksevi,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0
neboderi,RUNTIME_ERROR,38,34.55%,38.89%,0.530,5.1640625,,11,0,27,0,0
TOTAL,,718,,38.35%,,,32.00%,,,,,
