problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6
s1,ACCEPTED,15,100.00%,100.00%,0.240,5.16796875,,2,1,2,5,5,0,0
s2,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
s3,RUNTIME_ERROR,0,0.00%,0.00%,0.070,2.58984375,,0,0,0,0,0,0,0
s4,RUNTIME_ERROR,0,0.00%,2.00%,0.110,14.44921875,,0,0,0,0,0,0,0
s5,RUNTIME_ERROR,0,0.00%,2.65%,0.090,4.6328125,,0,0,0,0,0,0,0
d1p1,TIME_LIMIT_EXCEEDED,5,20.00%,23.21%,4.810,99.5234375,,5,0,0,0,0,0,0
d1p2,RUNTIME_ERROR,0,0.00%,0.00%,0.550,178.1953125,,0,0,0,0,0,0,0
d1p3,RUNTIME_ERROR,0,0.00%,1.71%,0.170,45.953125,,0,0,0,0,0,0,0
d2p1,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
d2p2,TIME_LIMIT_EXCEEDED,0,0.00%,0.56%,4.810,23.421875,,0,0,0,0,0,0,0
d2p3,MEMORY_LIMIT_EXCEEDED,0,0.00%,1.15%,0.560,1227.70703125,,0,0,0,0,0,0,0
j1,ACCEPTED,15,100.00%,100.00%,0.040,0,,15,0,0,0,0,0,0
j2,ACCEPTED,15,100.00%,100.00%,0.040,1.83984375,,15,0,0,0,0,0,0
j3,ACCEPTED,15,100.00%,100.00%,0.070,2.34375,,6,7,2,0,0,0,0
j4,RUNTIME_ERROR,3,20.00%,16.13%,0.050,1.82421875,,3,0,0,0,0,0,0
j5,RUNTIME_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0
TOTAL,,68,,27.96%,,,25.00%,,,,,,,
