problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,TIME_LIMIT_EXCEEDED,20,40.20%,2.220,100.18359375,,0,20,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,36.57%,0.040,0.00390625,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,2,50.00%,0.040,1.53515625,,2,0,0,0,0,0,0,0
2024-sp_Fish_3,TIME_LIMIT_EXCEEDED,0,9.21%,2.410,15.21875,,0,0,0,0,0,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,0,1.69%,0.040,0.00390625,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,MEMORY_LIMIT_EXCEEDED,0,2.56%,0.380,1124.83984375,,0,0,0,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,30,76.69%,5.980,25.97265625,,4,5,21,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,3.10%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,TIME_LIMIT_EXCEEDED,52,55.41%,3.600,44.875,,6,8,6,16,16,0,0,0
2024-sp_Tower,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,RUNTIME_ERROR,0,4.59%,0.100,4.7109375,,0,0,0,0,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,0,0.86%,0.020,1.54296875,,0,0,0,0,0,0,0,0
2024-sp_Table_Tennis,RUNTIME_ERROR,0,0.92%,0.040,0.00390625,,0,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,RUNTIME_ERROR,50,80.58%,0.040,0.00390625,,15,5,30,0,0,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,0.250,29.8984375,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,0,21.88%,0.040,0,,0,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,RUNTIME_ERROR,0,0.00%,0.130,64.19921875,,0,0,0,0,0,0,0,0
TOTAL,,260,24.21%,,,5.00%,,,,,,,,
