competition_year,ACCEPTED,WRONG_ANSWER,TIME_LIMIT_EXCEEDED,MEMORY_LIMIT_EXCEEDED,COMPILATION_ERROR,RUNTIME_ERROR,UNKNOWN,empty solutions
ALL_COMPETITIONS,465,976,1064,508,2188,5366,1488,209
APIO-2023,0,0,4,1,7,8,4,0
APIO-2024,0,0,4,1,16,3,0,0
BOI-2023,0,0,0,0,14,26,1,7
BOI-2024,0,0,5,1,5,31,6,0
BOI-2025,0,0,3,3,6,26,10,0
CCO-2023,0,0,0,0,0,0,0,0
CCO-2024,0,0,0,0,0,0,0,0
CEOI-2023,0,0,3,0,14,24,7,0
CEOI-2024,0,0,5,3,9,29,2,0
COCI-2023,24,0,17,4,38,96,17,4
COCI-2024,0,0,0,0,0,0,0,0
COCI-2025,15,0,22,8,29,96,27,3
EGOI-2023,5,0,0,1,5,41,11,1
EGOI-2024,0,0,0,0,10,38,15,1
EJOI-2023,0,0,10,2,13,16,6,1
EJOI-2024,1,0,4,5,13,20,5,0
IATI-2024,1,5,11,5,14,34,14,4
IOI-2023,0,0,1,0,14,30,1,2
IOI-2024,0,0,3,2,11,29,3,0
JOI-2023,0,0,13,6,35,96,8,2
JOI-2024,0,0,3,6,47,97,6,1
JOI-2025,0,0,3,0,10,26,0,1
NOINordic-2023,0,0,2,2,4,14,2,0
NOINordic-2024,0,0,2,1,2,15,3,1
NOINordic-2025,0,0,5,0,5,10,4,0
OOI-2023,7,0,20,10,2,66,31,0
OOI-2024,2,0,20,6,0,67,39,2
RMI-2023,0,0,4,1,11,30,2,0
RMI-2024,5,0,3,3,12,21,4,0
USACO-2023,23,85,32,23,57,109,48,7
USACO-2024,12,79,33,18,71,121,43,7
USACO-2025,0,73,28,13,53,73,44,4
