problem,model,status,score,relative_score,%test passed,time,memory
2024-sp_Fish_3,DeepSeek-Coder-V2-Lite-Instruct,TIME_LIMIT_EXCEEDED,0,0.00%,9.21%,2.410,5.94140625
2024-sp_Ski_2,DeepSeek-Coder-V2-Lite-Instruct,RUNTIME_ERROR,0,0.00%,0.00%,0.160,0.00390625
2024-sp_Spy_3,DeepSeek-Coder-V2-Lite-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Board_Game,DeepSeek-Coder-V2-Lite-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Tricolor_Lights,DeepSeek-Coder-V2-Lite-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Growing_Vegetables_is_Fun_5,DeepSeek-Coder-V2-Lite-Instruct,RUNTIME_ERROR,0,0.00%,4.60%,0.000,0
2024-sp_Card_Collection,DeepSeek-Coder-V2-Lite-Instruct,RUNTIME_ERROR,0,0.00%,16.67%,0.150,0
2024-sp_JOI_Tour,DeepSeek-Coder-V2-Lite-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Tower,DeepSeek-Coder-V2-Lite-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Escape_Route_2,DeepSeek-Coder-V2-Lite-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Island_Hopping,DeepSeek-Coder-V2-Lite-Instruct,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
2024-sp_Table_Tennis,DeepSeek-Coder-V2-Lite-Instruct,TIME_LIMIT_EXCEEDED,0,0.00%,0.46%,1.210,91.015625
