problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
More_Gifts,ACCEPTED,100,100.00%,100.00%,0.230,177.640625,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,16.0,21.0,18.0,19.0,0,0,0
Big_Persimmon,TIME_LIMIT_EXCEEDED,56,56.00%,74.75%,2.410,529.82421875,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,19.0,15.0,0,0,0,0,0
Evidence_Board,ACCEPTED,100,100.00%,100.00%,0.390,74.625,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,8.0,9.0,7.0,7.0,17.0,16.0,11.0
Draw_Polygon_Lines,RUNTIME_ERROR,53,53.00%,82.19%,0.480,7.83984375,,0,0,4.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,0,3.0,2.0,0,0,0,0,7.0,4.0,4.0
Burenka_and_Pether,TIME_LIMIT_EXCEEDED,20,20.00%,44.20%,3.610,286.6328125,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0
Almost_Certainly,ACCEPTED,100,100.00%,100.00%,0.240,27.3359375,,0.0,16.0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,24.0,13.0,14.0,20.0,0,0,0
Three_Arrays,ACCEPTED,100,100.00%,100.00%,0.120,5.1640625,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,14.0,16.0,19.0,20.0,0,0,0
Parallel_Universes,RUNTIME_ERROR,19,19.00%,17.99%,0.230,51.9375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,8.0
Paired_roads,RUNTIME_ERROR,0,0.00%,39.26%,0.440,39.55859375,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legs_warm-up_exercise,UNKNOWN,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard_problem,ACCEPTED,100,100.00%,100.00%,0.180,8.26171875,,0.0,13.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,14.0,19.0,9.0,1.0,9.0,25.0,0
Yet_another_queries,ACCEPTED,100,100.00%,100.00%,0.930,75.2265625,,0.0,19.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,11.0,13.0,12.0,9.0,10.0,9.0,0
Lunch,ACCEPTED,100,100.00%,100.00%,0.470,2.5859375,,0.0,16.0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,15.0,17.0,21.0,18.0,0,0,0
Tournament,MEMORY_LIMIT_EXCEEDED,80,80.00%,97.15%,0.100,0.00390625,,0.0,14.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,12.0,9.0,10.0,9.0,8.0,10.0
You_need_to_train_more,ACCEPTED,100,100.00%,100.00%,0.120,3.39453125,,0.0,18.0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,16.0,21.0,26.0,0,0,0,0
Colorful_graph,ACCEPTED,100,100.00%,100.00%,0.220,20.33984375,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,15.0,16.0,14.0,13.0,12.0,11.0,0
Space_accident,ACCEPTED,100,100.00%,100.00%,0.120,2.07421875,,0.0,15.0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,10.0,15.0,24.0,20.0,0,0,0
TOTAL,,1228,,79.74%,,,58.82%,,,,,,,,,,,,,,,,,,,,,,
